Year,costCenter_Code,costCenter_Code_MDA,table_identifier,table_identifier_MDA,total_allocation
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228031001,NATIONAL CENTRE FOR GENETIC RESEARCH AND BIOTECHNOLOGY - IBADAN,444760901
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228032001,"ELECTRONICS DEVELOPMENT INSTITUTE (ELDI), AWKA",701280062
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228033001,"NATIONAL CENTRE FOR TECHNOLOGY MANAGEMENT, HQTRS, ILE IFE",524446517
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228034001,REGIONAL CENTRE FOR TECHNONOLOGY MANAGEMENT (NACETEM - LAGOS),391297329
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228035001,NATIONAL ENGINEERING DESIGN AND DEVELOPMENT CENTRE -NNEWI,1103128187
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228037001,CENTRE FOR SATELLITE TECHNOLOGY DEVELOPMENT - ABUJA,1034492618
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228041001,NIGERIAN BUILDING AND ROAD RESEARCH INSTITUTE - LAGOS,4657759160
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228042001,PROJECT DEVELOPMENT INSTITUTE - ENUGU,3203454980
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228043001,NATIONAL OFFICE OF TECHNOLOGY ACQUISITION AND PROMOTION - ABUJA,1923246481
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228044001,NATIONAL RESEARCH INSTITUTE FOR CHEMICAL TECHNOLOGY -ZARIA,2583870298
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228045001,NIGERIAN INSTITUTE FOR TRYPANOSOMIASIS RESEARCH - KADUNA,2630036086
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046001,FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH -OSHODI,2118497035
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046002,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, ABUJA LIASON OFFICE",11250000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046003,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, NORTH WEST ZONAL OFFICE, KANO",11084465
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046004,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, NORTH EAST ZONAL OFFICE, JIMETA - YOLA",10000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046005,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, SOUTH WEST ZONAL OFFICE, OWODE",11000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046006,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, SOUTH SOUTH ZONAL OFFICE, ASABA",11116186
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046007,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, SOUTH EAST ZONAL OFFICE, ENUGU",11000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228046008,"FEDERAL INSTITUTE OF INDUSTRIAL RESEARCH, NORTH CENTRAL ZONAL OFFICE, MAKURDI",963510838
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228047001,SCIENCE EQUIPMENT DEVELOPMENT INSTITUTE- ENUGU,478595936
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228048001,HYDRAULIC EQUIPMENT RESEARCH INSTITUTE - KANO,509269648
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228049001,ENGINEERING MATERIALS DEVELOPMENT INSTITUTE - AKURE,908907001
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050001,NIGERIA INSTITUTE OF LEATHER AND SCIENCE TECHNOLOGY (NILEST) HQTRS,881559671
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050002,"HEAVY LEATHER MANUFACTURE CENTRE, MAIDUGURI",146975784
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050003,"LIGHT LEATHER MANUFACTURE CENTRE, SOKOTO",145991173
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050004,"RAW HIDES & SKIN IMPROVEMENT CENTRE, JOS",219310509
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050005,"EFFLUENT & POLLUTION MONITORING CENTRE, KANO",201000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050006,"SOUTH-WEST REGIONAL CLUSTER RESEARCH & DEVELOPMENT CENTER, ABEOKUTA - OGUN STATE",195000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228050008,"SOUTH-SOUTH REGIONAL WARD BASE LEATHER RESEARCH & DEVELOPMENT EXTENSION CENTRE,",270104160
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228051001,228051001,858074629
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228051001,NIGERIA INSTITUTE FOR SCIENCE LABORATORY TECHNOLOGY - IBADAN,1070328085
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228052001,POWER EQUIPMENT AND ELECTRICAL MACHINERY DEVELOPMENT CENTRE - OKENE,555127370
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228054001,SCIENCE EQUIPMENT DEVELOPMENT INTITUTE - MINNA,219347744
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228060001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ILORIN,77282931
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228061001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - TARABA,161482163
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228062001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - KADUNA,405882240
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228063001,"PROTOTYPE ENGINEERING DEVELOPMENT INSTITUTE , ILESHA",252443147
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228064001,"ADVANCE MANUFACTURING TECHNOLOGY PROGRAMME, TARABA",116414417
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228066001,SOKOTO ENERGY RESEARCH,178692027
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228067001,"CENTRE FOR ENERGY RESEARCH AND DEVELOPMENT, NSUKA",183500670
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228068001,"NATIONAL CENTRE FOR ENERGY EFFICIENCY AND CONSERVATIVE,UNIVERSITY OF LAGOS.",268188991
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228069001,"NATIONAL CENTRE FOR HYDROPOWER RESEARCH AND DEVELOPMENT ,UNIVERSITY OF ILORIN",388574439
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228071001,"NATIONAL CENTRE FOR ENERGY AND ENVIRONMENT ,UNIVERSITY OF BENIN",384756723
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228072001,TECHNOLOGY BUSINESS INCUBATOR - ENUGU,1797283433
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228073001,ENERGY COMMISSION OF NIGERIA,2933219739
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228076001,TECHNOLOGY BUSINESS INCUBATION CENTRE ADO-EKITI,102800108
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228077001,TECHNOLOGY BUSINESS INCUBATION CENTRE ILE-IFE,55000000
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229001001,FEDERAL MINISTRY OF TRANSPORTATION - HQTRS,213928035046
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229002001,NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY,19106381857
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229003001,NIGERIAN RAILWAY CORPORATION,12104506674
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229004001,NATIONAL INLAND WATERWAYS AUTHORITY,10892776982
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229005001,"MARITIME ACADEMY, ORON",1833982240
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229006001,COUNCIL FOR THE REGULATION OF FREIGHT FORWARDING IN NIGERIA,5328309229
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229031003,"NIGERIAN COLLEGE OF AVIATION TECHNOLOGY, ZARIA",7669514690
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229031004,NIGERIAN METEOROLOGICAL AGENCY,1840337312
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229031006,229031006,2001738473
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229031006,ACCIDENT INVESTIGATION BUREAU,520000000
2018,0229,FEDERAL MINISTRY OF TRANSPORTATION,0229031007,NIGERIA AIRSPACE MANAGEMENT AGENCY,3600000000
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231001001,FEDERAL MINISTRY OF POWER WORKS & HOUSING - HQTRS,23610551579
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231003001,NATIONAL RURAL ELECTRIFICATION AGENCY,1350000000
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231004001,NIGERIAN ELECTRICITY REGULATORY COMMISSION,3296341783
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231005001,NIGERIAN ELECTRICITY MANAGEMENT SERVICES AGENCY (NEMSA) HQTRS,1926822517
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231010001,NATIONAL POWER TRAINING INSTITUTE,3186098844
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231011001,NIGERIA ELECTRICITY LIABILITY MANAGEMENT LIMITED,31788752841
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231020001,TRANSMISSION COMPANY OF NIGERIA,22794359314
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231034001,NIGERIAN BULK ELECTRICITY TRADING PLC,11297880783
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089002,231089002,445982295237
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089002,OFFICE OF THE SURVEYOR-GENERAL OF THE FEDERATION,869038559
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089003,"FEDERAL SCHOOL OF SURVEY, OYO",42341805494
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089004,FEDERAL ROAD MAINTENANCE AGENCY,749341450
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089005,COUNCIL FOR THE REGULATION OF ENGINEERING IN NIGERIA (COREN),592725698
2018,0231,FEDERAL MINISTRY OF POWER WORKS & HOUSING,0231089006,SURVEY COUNCIL OF NIGERIA,301000000
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232001001,MINISTRY OF PETROLEUM RESOURCES HQTRS,34873019019
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232002001,DEPARTMENT OF PETROLEUM RESOURCES,14503024427
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232003001,PETROLEUM TRAINING INSTITUTE,4753946155
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232007001,NIGERIA CONTENT DEVELOPMENT AND MONITORING BOARD,9160076722
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232008008,PETROLEUM PRODUCTS PRICING REGULATORY AGENCY (PPRA),7367579375
2018,0232,MINISTRY OF PETROLEUM RESOURCES,0232009001,232009001,3433024607
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233001001,MINISTRY OF MINES AND STEEL DEVELOPMENT- HQTRS,107330588
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233002001,COUNCIL OF NIGERIAN MINING ENGINEERS AND GEOSCIENCES,3889606041
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233003001,NIGERIAN GEOLOGICAL SURVEY AGENCY.,1883748774
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233004001,"NATIONAL STEEL RAW MATERIALS EXPLORATION AGENCY, KADUNA",827756856
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233005001,"NATIONAL METALLURGICAL DEVELOPMENT CENTRE, JOS",837147076
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233006001,"METALLURGICAL TRAINING INSTITUTE, ONITSHA",1712390209
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233008001,NATIONAL IRON ORE MINING PROJECT - ITAKPE,420066950
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233009001,NIGERIA INSTITUTE OF MINING AND GEOSCIENCE,792582838
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233010001,233010001,8575082484
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233010001,NIGERIA MINING CADASTRE OFFICE & CENTRES,4188566163
2018,0233,MINISTRY OF MINES AND STEEL DEVELOPMENT,0233011001,AJAOKUTA STEEL COMPANY LIMITED,227297266
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238001001,MINISTRY OF BUDGET AND NATIONAL PLANNING HQTRS,1365867017
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238002001,NIGERIA INSITUTE FOR SOCIAL AND ECONOMIC RESEARCH,1604761206
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238003001,CENTRE FOR MANAGEMENT DEVELOPMENT,5630076139
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238004001,NATIONAL BUREAU OF STATISTICS,2085153499
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238005001,BUDGET OFFICE OF THE FEDERATION,1771975393958
2018,0238,MINISTRY OF BUDGET AND NATIONAL PLANNING,0238005002,238005002,2864727847
2018,0242,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",0242001001,242001001,955032005
2018,0246,"REVENUE MOBILISATION, ALLOCATION AND FISCAL COMMISSION",0246001001,246001001,2218005230
2018,0250,FISCAL RESPONSIBILITY COMMISSION,0250001001,250001001,534574479
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252001001,FEDERAL MINISTRY OF WATER RESOURCES - HQTRS,1054740486
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252002001,NIGERIA HYDROLOGICAL SERVICE AGENCY,5399175101
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252037001,ANAMBRA/ IMO RBDA,1319829661
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252038001,BENIN/ OWENA RBDA,2302536985
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252039001,CHAD BASIN RBDA,4703169355
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252040001,CROSS RIVER RBDA,4074102628
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252041001,HADEJIA-JAMAÄ»ARE RBDA,1821231588
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252042001,LOWER BENUE RBDA,8530201055
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252043001,252043001,53815850566
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252043001,LOWER NIGER RBDA,2343987437
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252044001,NIGER DELTA RBDA,1855958784
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252045001,OGUN/ OSUN RBDA,5028599339
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252046001,SOKOTO RIMA RBDA,4111764046
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252047001,UPPER BENUE RBDA,3533208684
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252048001,UPPER NIGER RBDA,1927004259
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252049001,NATIONAL WATER RESOURCES INSTITUTE- KADUNA,629346874
2018,0252,FEDERAL MINISTRY OF WATER RESOURCES,0252050001,NIGERIA INTEGRATED WATER MANAGEMENT COMMISSION,610774840
2018,0318,JUDICIARY,0318001001,318001001,100000000000
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326001001,FEDERAL MINISTRY OF JUSTICE - HQTRS,576908217
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326002001,NIGERIAN LAW REFORM COMMISSION,1073102422
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326003001,LEGAL AID COUNCIL,1313274658
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326004001,COUNCIL OF LEGAL EDUCATION,892542630
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326005001,NIGERIA INSTITUTE OF ADVANCED LEGAL STUDIES,1500000000
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326007001,NATIONAL HUMAN RIGHTS COMMISSION,111895555
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326008001,REGIONAL CENTRE FOR INT'L COMMERCIAL ARBITRATION,9220354479
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326009001,NATIONAL DRUG LAW ENFORCEMENT AGENCY,691692595
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326010001,326010001,6570550715
2018,0326,FEDERAL MINISTRY OF JUSTICE,0326010001,NIGERIAN COPYRIGHT COMMISSION,2517559457
2018,0341,INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION,0341001001,341001001,6280856777
2018,0344,CODE OF CONDUCT BUREAU,0344001001,344001001,3077182241
2018,0437,FEDERAL CAPITAL TERRITORY ADMINISTRATION,0437001001,437001001,40297122872
2018,0451,FEDERAL MINISTRY OF NIGER DELTA,0451001001,FEDERAL MINISTRY OF NIGER DELTA HQTRS,71195023529
2018,0451,FEDERAL MINISTRY OF NIGER DELTA,0451002001,451002001,56033997128
2018,0513,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,0513001001,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT - HQTRS,1280977538
2018,0513,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,0513003001,NATIONAL YOUTH SERVICE CORPS (NYSC),106161072989
2018,0513,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,0513021002,NIGERIA FOOTBALL FEDERATION,510691853
2018,0513,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,0513021003,513021003,8268110179
2018,0514,FEDERAL MINISTRY OF WOMEN AFFAIRS,0514001001,FEDERAL MINISTRY OF WOMEN AFFAIRS - HQTRS,1619352379
2018,0514,FEDERAL MINISTRY OF WOMEN AFFAIRS,0514002001,514002001,4618947849
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517001001,FEDERAL MINISTRY OF EDUCATION - HQTRS,113732201395
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517003001,UNIVERSAL BASIC EDUCATION (UBE) COMMISSION,913226648
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517005001,JOINT ADMISSIONS MATRICULATION BOARD,6801276469
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517006001,WEST AFRICAN EXAMINATION COUNCIL (LOCAL),639873449
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517007001,NIGERIAN INSTITUTE FOR EDUCATION PLANNERS & ADMINISTRATION,3481710231
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517008001,NATIONAL LIBRARY OF NIGERIA,6837726917
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517009001,NATIONAL EXAMINATIONS COUNCIL,2200097432
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517010001,MASS LITERACY COUNCIL,1085905629
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517011001,NOMADIC EDUCATION COMMISSION,1457465834
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517012001,NATIONAL EDUCATION RESEARCH & DEVELOPMENT COUNCIL,1482812950
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517013001,NATIONAL BUSINESS AND TECHNICAL EDUCATION BOARD,1093383938
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517014001,TEACHERS REGISTRATION COUNCIL OF NIGERIA,228441472
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517016001,NATIONAL COMMISSION FOR COLLEGE EDUCATION SECRETARIAT,4548702080
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517017001,NATIONAL TEACHERS INSTITUTE,3362281762
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018001,FEDERAL POLYTECHNIC ADO-EKITI,2948357192
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018002,FEDERAL POLYTECHNIC BAUCHI,4075132133
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018003,FEDERAL POLYTECHNIC BIDA,2564513273
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018005,FEDERAL POLYTECHNIC KAURA-NAMODA,6648417923
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018006,FEDERAL POLYTECHNIC MUBI,2675815033
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018007,FEDERAL POLYTECHNIC NASARAWA,3966358078
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018008,FEDERAL POLYTECHNIC UWANA-AFIKPO,7826746576
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018009,FEDERAL POLYTECHNIC KADUNA,3016029805
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018010,FEDERAL POLYTECHNIC OFFA,2315757884
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018011,FEDERAL POLYTECHNIC EDE,4803190983
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018012,FEDERAL POLYTECHNIC AUCHI,3967576425
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018014,FEDERAL POLYTECHNIC OKO,7277353874
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018015,FEDERAL POLYTECHNIC DAMATURU,936276944
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018016,FEDERAL POLYTECHNIC HUSSAINI ADAMU,2876210324
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018017,FEDERAL POLYTECHNIC GWANDU,2096413484
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018018,FEDERAL POLYTECHNIC ILARO,4642200930
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018019,YABA COLLEGE OF TECHNOLOGY,755186636
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018020,FEDERAL POLYTECHNIC BALI,1281364126
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018021,FEDERAL POLYTECHNIC EKOWE,609555759
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018022,FEDERAL POLYTECHNIC BONNY,704597952
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018024,"NATIONAL INSTITUTE FOR CONSTRUCTION TECHNOLOGY UROMI, EDO STATE",1135726860
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517018025,"FEDERAL POLYTECHNIC, ILE-OLUJI, ONDO STATE",2112570184
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019001,FEDERAL COLLEGE OF EDUCATION ABEOKUTA,1717808828
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019002,FEDERAL COLLEGE OF EDUCATION AKOKA,2158481911
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019003,FEDERAL COLLEGE OF EDUCATION ASABA,1844780116
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019004,FEDERAL COLLEGE OF EDUCATION BICHI,1792998634
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019005,FEDERAL COLLEGE OF EDUCATION GOMBE,1224300156
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019006,FEDERAL COLLEGE OF EDUCATION GUSAU,2307229349
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019007,FEDERAL COLLEGE OF EDUCATION KANO,1441699731
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019009,FEDERAL COLLEGE OF EDUCATION KOTANGORA,4183611719
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019010,FEDERAL COLLEGE OF EDUCATION OBUDU,2237421809
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019011,FEDERAL COLLEGE OF EDUCATION OKENE,2243731670
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019012,FEDERAL COLLEGE OF EDUCATION OMUKU,2593111320
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019013,FEDERAL COLLEGE OF EDUCATION ONDO,2388857396
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019014,FEDERAL COLLEGE OF EDUCATION OYO,2282726456
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019015,FEDERAL COLLEGE OF EDUCATION PANKSHIN,1373499033
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019016,FEDERAL COLLEGE OF EDUCATION POTISKUM,2433794302
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019018,FEDERAL COLLEGE OF EDUCATION YOLA,5850817269
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019019,FEDERAL COLLEGE OF EDUCATION ZARIA,1471307227
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019020,FEDERAL COLLEGE OF EDUCATION EHA-AMUFU,4914160140
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517019021,"ALVAN IKOKU COLLEGE OF EDUCATION, OWERRI",4122549530
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517020001,NATIONAL UNIVERSITIES COMMISSION SECRETARIAT,13022217308
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021001,UNIVERSITY OF IBADAN,11747324654
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021002,UNIVERSITY OF LAGOS,14798375128
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021003,"UNIVERSITY OF NIGERIA, NNSUKA",17392376884
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021005,OBAFEMI AWOLOWO UNIVERSITY,24601486407
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021006,UNIVERSITY OF BENIN,11789305214
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021007,UNIVERSITY OF JOS,14137995682
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021008,UNIVERSITY OF CALABAR,8917178583
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021009,UNIVERSITY OF ILORIN,6378129355
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021014,UNIVERSITY OF PORT HARCOURT,15585865843
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021015,"ABUBAKAR TAFAWA BALEWA UNIVERSITY, BAUCHI",8497748187
2018,0517,FEDERAL MINISTRY OF EDUCATION,0517021016,"UNIVERSITY OF TECHNOLOGY, OWERRI",5530426929
